strain	author	submitting_lab
A/mallard/Korea/1195/2010	"Kim,H.R.; Kim,B.S.; Bae,Y.C.; Oem,J.G.; Moon,O.K.; Lee,O.S.; Lee,Y.J."	
A/eurasianeagleowl/Korea/Q196/2011	"Kim,H.R.; Lee,Y.J.; Park,C.K.; Oem,J.K.; Lee,O.S.; Kang,H.M.; Choi,J.G.; Bae,Y.C."	
A/chicken/Korea/YS171/2011	"Kim,H.R.; Lee,Y.J.; Park,C.K.; Oem,J.K.; Lee,O.S.; Kang,H.M.; Choi,J.G.; Bae,Y.C."	
A/duck/Korea/Cheonan/2010	"Kim,H.R.; Lee,Y.J.; Park,C.K.; Oem,J.K.; Lee,O.S.; Kang,H.M.; Choi,J.G.; Bae,Y.C."	
A/chicken/Korea/Asan90/2011	"Kim,H.R.; Lee,Y.J.; Park,C.K.; Oem,J.K.; Lee,O.S.; Kang,H.M.; Choi,J.G.; Bae,Y.C."	
A/baikalteal/Korea/Q34/2011	"Kim,H.R.; Lee,Y.J.; Park,C.K.; Oem,J.K.; Lee,O.S.; Kang,H.M.; Choi,J.G.; Bae,Y.C."	
A/eurasianeagleowl/Korea/Q133/2011	"Kim,H.R.; Lee,Y.J.; Park,C.K.; Oem,J.K.; Lee,O.S.; Kang,H.M.; Choi,J.G.; Bae,Y.C."	
A/duck/Korea/AS117/2011	"Kim,H.R.; Lee,Y.J.; Park,C.K.; Oem,J.K.; Lee,O.S.; Kang,H.M.; Choi,J.G.; Bae,Y.C."	
A/pheasant/Korea/PT411/2011	"Kim,H.R.; Lee,Y.J.; Park,C.K.; Oem,J.K.; Lee,O.S.; Kang,H.M.; Choi,J.G.; Bae,Y.C."	
A/chicken/Korea/PT412/2011	"Kim,H.R.; Lee,Y.J.; Park,C.K.; Oem,J.K.; Lee,O.S.; Kang,H.M.; Choi,J.G.; Bae,Y.C."	
A/commonKetrel/Korea/Q197/2011	"Kim,H.R.; Lee,Y.J.; Park,C.K.; Oem,J.K.; Lee,O.S.; Kang,H.M.; Choi,J.G.; Bae,Y.C."	
A/chicken/Korea/Iksan/2010	"Kim,H.R.; Lee,Y.J.; Park,C.K.; Oem,J.K.; Lee,O.S.; Kang,H.M.; Choi,J.G.; Bae,Y.C."	
A/eurasianeagleowl/Korea/Q178/2011	"Kim,H.R.; Lee,Y.J.; Park,C.K.; Oem,J.K.; Lee,O.S.; Kang,H.M.; Choi,J.G.; Bae,Y.C."	
A/baikalteal/Korea/Q524/2010	"Kim,H.R.; Lee,Y.J.; Park,C.K.; Oem,J.K.; Lee,O.S.; Kang,H.M.; Choi,J.G.; Bae,Y.C."	
A/chicken/Korea/Gimje/2008	"Kim,H.R.; Park,C.K.; Lee,Y.J.; Woo,G.H.; Lee,G.G.; Oem,J.G.; Kim,S.H.; Jean,Y.H.; Bae,Y.C.; Yoon,S.S.; Roh,I.S.; Kim,H.Y.; Byun,J.W.; Song,Y.K.; Jeong,O.M.; Kwon,J.H.; Joo,Y.S."	
A/duck/Korea/NSQ263/2008	"Kim,H.R.; Park,C.K.; Lee,Y.J.; Woo,G.H.; Lee,G.G.; Oem,J.G.; Kim,S.H.; Jean,Y.H.; Bae,Y.C.; Yoon,S.S.; Roh,I.S.; Kim,H.Y.; Byun,J.W.; Song,Y.K.; Jeong,O.M.; Kwon,J.H.; Joo,Y.S."	
A/duck/Korea/JEQ149/2008	"Kim,H.R.; Park,C.K.; Lee,Y.J.; Woo,G.H.; Lee,G.G.; Oem,J.G.; Kim,S.H.; Jean,Y.H.; Bae,Y.C.; Yoon,S.S.; Roh,I.S.; Kim,H.Y.; Byun,J.W.; Song,Y.K.; Jeong,O.M.; Kwon,J.H.; Joo,Y.S."	
A/chicken/Korea/ISQ250/2008	"Kim,H.R.; Park,C.K.; Lee,Y.J.; Woo,G.H.; Lee,G.G.; Oem,J.G.; Kim,S.H.; Jean,Y.H.; Bae,Y.C.; Yoon,S.S.; Roh,I.S.; Kim,H.Y.; Byun,J.W.; Song,Y.K.; Jeong,O.M.; Kwon,J.H.; Joo,Y.S."	
A/chicken/Korea/USQ284/2008	"Kim,H.R.; Park,C.K.; Lee,Y.J.; Woo,G.H.; Lee,G.G.; Oem,J.G.; Kim,S.H.; Jean,Y.H.; Bae,Y.C.; Yoon,S.S.; Roh,I.S.; Kim,H.Y.; Byun,J.W.; Song,Y.K.; Jeong,O.M.; Kwon,J.H.; Joo,Y.S."	
A/chicken/Korea/YAQ173/2008	"Kim,H.R.; Park,C.K.; Lee,Y.J.; Woo,G.H.; Lee,G.G.; Oem,J.G.; Kim,S.H.; Jean,Y.H.; Bae,Y.C.; Yoon,S.S.; Roh,I.S.; Kim,H.Y.; Byun,J.W.; Song,Y.K.; Jeong,O.M.; Kwon,J.H.; Joo,Y.S."	
A/avian/HongKong/0719/2007	"Kim,L.M.; Scott,M.A.; Suarez,D.L.; Spackman,E.; Swayne,D.E.; Afonso,C.L."	
A/avian/HongKong/2372/2007	"Kim,L.M.; Scott,M.A.; Suarez,D.L.; Spackman,E.; Swayne,D.E.; Afonso,C.L."	
A/duck/HaiPhong/208/2006	"Kim,L.M.; Scott,M.A.; Suarez,D.L.; Spackman,E.; Swayne,D.E.; Afonso,C.L."	
A/chicken/Bangladesh/NRLAI2109/2017	"Kwon,J.; Criado,M.F.; Killmaster,L.; Swayne,D.E."	
A/crow/Bangladesh/NRLAI689/2016	"Kwon,J.; Criado,M.F.; Killmaster,L.; Swayne,D.E."	
A/crow/Bangladesh/NRLAI8471/2017	"Kwon,J.; Criado,M.F.; Killmaster,L.; Swayne,D.E."	
A/chicken/Nigeria/16VIR584070/2015	"Laleye,A.; Joannis,T.; Shittu,I.; Meseko,C.; Zamperin,G.; Milani,A.; Zecchin,B.; Fusaro,A.; Monne,I.; Abolnik,C.; Gado,D.; Olawuyi,K.; Chinyere,C.; Salviato,A.; Schivo,A.; Marciano,S.; Ormelli,S.; Terregino,C."	
A/chicken/Nigeria/16VIR584058/2015	"Laleye,A.; Joannis,T.; Shittu,I.; Meseko,C.; Zamperin,G.; Milani,A.; Zecchin,B.; Fusaro,A.; Monne,I.; Abolnik,C.; Gado,D.; Olawuyi,K.; Chinyere,C.; Salviato,A.; Schivo,A.; Marciano,S.; Ormelli,S.; Terregino,C."	
A/chicken/Nigeria/16VIR584077/2016	"Laleye,A.; Joannis,T.; Shittu,I.; Meseko,C.; Zamperin,G.; Milani,A.; Zecchin,B.; Fusaro,A.; Monne,I.; Abolnik,C.; Gado,D.; Olawuyi,K.; Chinyere,C.; Salviato,A.; Schivo,A.; Marciano,S.; Ormelli,S.; Terregino,C."	
A/chicken/Nigeria/16VIR584029/2015	"Laleye,A.; Joannis,T.; Shittu,I.; Meseko,C.; Zamperin,G.; Milani,A.; Zecchin,B.; Fusaro,A.; Monne,I.; Abolnik,C.; Gado,D.; Olawuyi,K.; Chinyere,C.; Salviato,A.; Schivo,A.; Marciano,S.; Ormelli,S.; Terregino,C."	
A/chicken/Nigeria/16VIR584017/2015	"Laleye,A.; Joannis,T.; Shittu,I.; Meseko,C.; Zamperin,G.; Milani,A.; Zecchin,B.; Fusaro,A.; Monne,I.; Abolnik,C.; Gado,D.; Olawuyi,K.; Chinyere,C.; Salviato,A.; Schivo,A.; Marciano,S.; Ormelli,S.; Terregino,C."	
A/chicken/Nigeria/16VIR584010/2015	"Laleye,A.; Joannis,T.; Shittu,I.; Meseko,C.; Zamperin,G.; Milani,A.; Zecchin,B.; Fusaro,A.; Monne,I.; Abolnik,C.; Gado,D.; Olawuyi,K.; Chinyere,C.; Salviato,A.; Schivo,A.; Marciano,S.; Ormelli,S.; Terregino,C."	
A/chicken/Nigeria/16VIR584082/2016	"Laleye,A.; Joannis,T.; Shittu,I.; Meseko,C.; Zamperin,G.; Milani,A.; Zecchin,B.; Fusaro,A.; Monne,I.; Abolnik,C.; Gado,D.; Olawuyi,K.; Chinyere,C.; Salviato,A.; Schivo,A.; Marciano,S.; Ormelli,S.; Terregino,C."	
A/chicken/Nigeria/16VIR584086/2016	"Laleye,A.; Joannis,T.; Shittu,I.; Meseko,C.; Zamperin,G.; Milani,A.; Zecchin,B.; Fusaro,A.; Monne,I.; Abolnik,C.; Gado,D.; Olawuyi,K.; Chinyere,C.; Salviato,A.; Schivo,A.; Marciano,S.; Ormelli,S.; Terregino,C."	
A/chicken/Nigeria/16VIR584078/2016	"Laleye,A.; Joannis,T.; Shittu,I.; Meseko,C.; Zamperin,G.; Milani,A.; Zecchin,B.; Fusaro,A.; Monne,I.; Abolnik,C.; Gado,D.; Olawuyi,K.; Chinyere,C.; Salviato,A.; Schivo,A.; Marciano,S.; Ormelli,S.; Terregino,C."	
A/chicken/Guizhou/1153/2016	"Lam,T.T.-Y.; Zhu,H.; Peiris,J.S.M.; Guan,Y."	
A/duckfeces/Hebei/5/2009	"Lan,Yu,Dong,Libo,Li,Zi,Li,Xiyan,Zhao,Xiang,Cheng,Yanhui,Tan,minju,Yang,Lei,Zou,Shumei,Wen,Leying,Wang,Dayan,Li,Dexin,Shu,Yuelong"	Who Chinese National Influenza Center
A/Hunan/1/2006	"Lan,Yu,Dong,Libo,Li,Zi,Li,Xiyan,Zhao,Xiang,Cheng,Yanhui,Tan,minju,Yang,Lei,Zou,Shumei,Wen,Leying,Wang,Dayan,Li,Dexin,Shu,Yuelong"	Who Chinese National Influenza Center
A/chicken/Vietnam/RTD1302/2014	"Le,P.V.; Song,D.; Na,W.; Yeom,M.; Kim,H.-K."	
A/Duck/Vietnam/HU121378/2019	"Le,T.K."	
A/herringgull/Mongolia/834T2/2009	"Leung,C.Y.; Gilbert,M.; Chow,K.-C.; Ho,C.-K.; Tang,S.-C.; Guan,Y.; Peiris,M."	
A/herringgull/Mongolia/833T2/2009	"Leung,C.Y.; Gilbert,M.; Chow,K.-C.; Ho,C.-K.; Tang,S.-C.; Guan,Y.; Peiris,M."	
A/Environment/Jiangxi/20983/2013	"Li, Xiaodan; Zhang, Ye; Dong, Libo; Gao, Rongbao; Bo, Hong; Wang, dayan; Shu, Yuelong"	Who Chinese National Influenza Center
A/Alberta/1/2014	"Li, Yan; Bastien, Nathalie; Fonseca, Kevin; Tipples, Graham; Pabbaraju, Kanti; Tellier, Raymond; Wong, Sallene; Tang, Julian W.; Drews, Steven J."	Public Health Agency Of Canada (phac)
A/goose/Yangzhou/0403/2014	"Li,J.; Gu,M.; Sun,W.; Liu,K.; Gao,R.; Liu,D.; Hu,J.; Wang,X.; Hu,S.; Liu,X."	
A/chicken/Tibet/6/2008	"Li,Y.; Shi,J.; Zhong,G.; Deng,G.; Tian,G.; Ge,J.; Zeng,X.; Song,J.; Zhao,D.; Liu,L.; Jiang,Y.; Guan,Y.; Bu,Z.; Chen,H."	
A/shrike/Tibet/13/2006	"Li,Y.; Shi,J.; Zhong,G.; Deng,G.; Tian,G.; Ge,J.; Zeng,X.; Song,J.; Zhao,D.; Liu,L.; Jiang,Y.; Guan,Y.; Bu,Z.; Chen,H."	
A/duck/Anhui/1/2006	"Li,Y.; Shi,J.; Zhong,G.; Deng,G.; Tian,G.; Ge,J.; Zeng,X.; Song,J.; Zhao,D.; Liu,L.; Jiang,Y.; Guan,Y.; Bu,Z.; Chen,H."	
A/chicken/Fujian/1/2007	"Li,Y.; Shi,J.; Zhong,G.; Deng,G.; Tian,G.; Ge,J.; Zeng,X.; Song,J.; Zhao,D.; Liu,L.; Jiang,Y.; Guan,Y.; Bu,Z.; Chen,H."	
A/pelecanuscrispus/Albania/D3832222VIR31252/2022	"Lika, A.; Boci, J.; Shkodra, E.; Barbierato, G.; Zecchin, B.; Fusaro, A.; Schivo, A.; Salviato, A.; Palumbo, E.; Giussani, E.; Monne, I.; Terregino, C."	Istituto Zooprofilattico Sperimentale Delle Venezie
A/treesparrow/Jiangsu/1/2008	"Liu,Q.; Kou,Z.; Ma,J.; Pu,J.; Lei,F.; Li,T.; Liu,J."	
A/wildduck/Fujian/1/2011	"Liu,Y.; Liu,M.; Liu,C."	
A/wildduck/Fujian/2/2011	"Liu,Y.; Liu,M.; Liu,C."	
A/wildduck/Shandong/2/2011	"Liu,Y.; Liu,M.; Liu,C."	
A/Pelican/Venezuela/Pel4/2022	"Loureiro, Carmen Luisa; Jaspe, Rossana C; Sulbaran, Yoneira F; Garzaro, Domingo J; Alarcon, Victor; Brett, Mariela; Rodríguez, Lieska; D´Angelo, Pierina; Hernández, Carlos; Rodríguez, Nardraka; Alcazar, Wilmer; Borges, Gilberto; Ytriago, Ernys; Rangel, Hector R; Pujol, Flor H"	Instituto Venezolano De Investigaciones Científicas
A/Pelican/Venezuela/Inf9/2022	"Loureiro, Carmen Luisa; Jaspe, Rossana C; Sulbaran, Yoneira F; Garzaro, Domingo J; Alarcon, Victor; Brett, Mariela; Rodríguez, Lieska; D´Angelo, Pierina; Hernández, Carlos; Rodríguez, Nardraka; Alcazar, Wilmer; Borges, Gilberto; Ytriago, Ernys; Rangel, Hector R; Pujol, Flor H"	Instituto Venezolano De Investigaciones Científicas
A/Pelican/Venezuela/Pel3/2022	"Loureiro, Carmen Luisa; Jaspe, Rossana C; Sulbaran, Yoneira F; Garzaro, Domingo J; Alarcon, Victor; Brett, Mariela; Rodríguez, Lieska; D´Angelo, Pierina; Hernández, Carlos; Rodríguez, Nardraka; Alcazar, Wilmer; Borges, Gilberto; Ytriago, Ernys; Rangel, Hector R; Pujol, Flor H"	Instituto Venezolano De Investigaciones Científicas
A/chicken/Jiangsu/927/2013	"Ma,M.-J.; Lu,B.; Yang,X.-X.; Zhao,T.; Zhou,J.-J.; Chen,W.-J.; Gray,G.C.; Qian,Y.-H.; Chen,S.-H.; Ma,G.-Y.; Cao,W.-C."	
A/HongKong/5923/2012	"Mak,G.C.; Cheng,P.K.C.; Lo,J.Y.C."	Hong Kong Department Of Health
A/slatybackedgull/Hokkaido/0111M114/2022	"Manabu, Onuma; Kei, Nabeshima; Atsushi, Haga; Hisako, Honjo; Misako, Yokoyama; Yoshihiro, Sakoda; Norikazu, Isoda; Takahiro, Hiono; Hew, Yik Lim"	"Graduate School Of Veterinary Medicine, Hokkaido University"
A/redcrownedcrane/Hokkaido/20221120001/2022	"Manabu, Onuma; Kei, Nabeshima; Atsushi, Haga; Hisako, Honjo; Misako, Yokoyama; Yoshihiro, Sakoda; Norikazu, Isoda; Takahiro, Hiono; Hew, Yik Lim"	"Graduate School Of Veterinary Medicine, Hokkaido University"
A/peregrinefalcon/Iwate/0301K004/2023	"Manabu, Onuma; Kei, Nabeshima; Atsushi, Haga; Hisako, Honjo; Misako, Yokoyama; Yoshihiro, Sakoda; Norikazu, Isoda; Takahiro, Hiono; Hew, Yik Lim; Mayumi, Endo"	"Graduate School Of Veterinary Medicine, Hokkaido University"
A/easternbuzzard/Tochigi/0901B015/2023	"Manabu, Onuma; Kei, Nabeshima; Atsushi, Haga; Hisako, Honjo; Misako, Yokoyama; Yoshihiro, Sakoda; Norikazu, Isoda; Takahiro, Hiono; Hew, Yik Lim; Mayumi, Endo"	"Graduate School Of Veterinary Medicine, Hokkaido University"
A/largebilledcrow/Yamagata/0601A009/2023	"Manabu, Onuma; Kei, Nabeshima; Atsushi, Haga; Hisako, Honjo; Misako, Yokoyama; Yoshihiro, Sakoda; Norikazu, Isoda; Takahiro, Hiono; Hew, Yik Lim; Mayumi, Endo"	"Graduate School Of Veterinary Medicine, Hokkaido University"
A/largebilledcrow/Fukuoka/4001A004/2023	"Manabu, Onuma; Kei, Nabeshima; Atsushi, Haga; Hisako, Honjo; Misako, Yokoyama; Yoshihiro, Sakoda; Norikazu, Isoda; Takahiro, Hiono; Hew, Yik Lim; Mayumi, Endo"	"Graduate School Of Veterinary Medicine, Hokkaido University"
A/muteswan/Chiba/1212001/2022	"Manabu, Onuma; Kei, Nabeshima; Atsushi, Haga; Hisako, Honjo; Misako, Yokoyama; Yoshihiro, Sakoda; Norikazu, Isoda; Takahiro, Hiono; Mayumi, Endo"	"Graduate School Of Veterinary Medicine, Hokkaido University"
A/largebilledcrow/Hokkaido/0112P0832/2022	"Manabu, Onuma; Kei, Nabeshima; Atsushi, Haga; Hisako, Honjo; Misako, Yokoyama; Yoshihiro, Sakoda; Norikazu, Isoda; Takahiro, Hiono; Mayumi, Endo"	"Graduate School Of Veterinary Medicine, Hokkaido University"
A/largebilledcrow/Hokkaido/0111E084/2022	"Manabu, Onuma; Kei, Nabeshima; Atsushi, Haga; Hisako, Honjo; Misako, Yokoyama; Yoshihiro, Sakoda; Norikazu, Isoda; Takahiro, Hiono; Mayumi, Endo"	"Graduate School Of Veterinary Medicine, Hokkaido University"
A/duck/Bangladesh/24483/2015	"Marinova-Petkova,A.; Barman,S.; Hasan,M.K.; Akhtar,S.; Turner,J.C.; Franks,J.; Walker,D.; Seiler,P.; Friedman,K.; Kercher,L.; Kayali,G.; Jones-Engel,L.; McKenzie,P.; Krauss,S.; Webby,R.J.; Feeroz,M.M.; Webster,R.G."	
A/duck/Bangladesh/24482/2015	"Marinova-Petkova,A.; Barman,S.; Hasan,M.K.; Akhtar,S.; Turner,J.C.; Franks,J.; Walker,D.; Seiler,P.; Friedman,K.; Kercher,L.; Kayali,G.; Jones-Engel,L.; McKenzie,P.; Krauss,S.; Webby,R.J.; Feeroz,M.M.; Webster,R.G."	
A/chicken/Bangladesh/24944/2015	"Marinova-Petkova,A.; Barman,S.; Hasan,M.K.; Akhtar,S.; Turner,J.C.; Franks,J.; Walker,D.; Seiler,P.; Friedman,K.; Kercher,L.; Kayali,G.; Jones-Engel,L.; McKenzie,P.; Krauss,S.; Webby,R.J.; Feeroz,M.M.; Webster,R.G."	
A/duck/Bangladesh/25893/2015	"Marinova-Petkova,A.; Barman,S.; Hasan,M.K.; Akhtar,S.; Turner,J.C.; Franks,J.; Walker,D.; Seiler,P.; Friedman,K.; Kercher,L.; Kayali,G.; Jones-Engel,L.; McKenzie,P.; Krauss,S.; Webby,R.J.; Feeroz,M.M.; Webster,R.G."	
A/duck/Bangladesh/25890/2015	"Marinova-Petkova,A.; Barman,S.; Hasan,M.K.; Akhtar,S.; Turner,J.C.; Franks,J.; Walker,D.; Seiler,P.; Friedman,K.; Kercher,L.; Kayali,G.; Jones-Engel,L.; McKenzie,P.; Krauss,S.; Webby,R.J.; Feeroz,M.M.; Webster,R.G."	
A/chicken/Bangladesh/15210/2012	"Marinova-Petkova,A.; Feeroz,M.M.; Alam,S.M.R.; Hasan,M.K.; Akhtar,S.; Jones-Engel,L.; Walker,D.; McClenaghan,L.; Rubrum,A.; Franks,J.; Seiler,P.; Jeevan,T.; McKenzie,P.; Krauss,S.; Webby,R.J.; Webster,R.G."	
A/duck/Bangladesh/18949/2013	"Marinova-Petkova,A.; Feeroz,M.M.; Alam,S.M.R.; Hasan,M.K.; Akhtar,S.; Jones-Engel,L.; Walker,D.; McClenaghan,L.; Rubrum,A.; Franks,J.; Seiler,P.; Jeevan,T.; McKenzie,P.; Krauss,S.; Webby,R.J.; Webster,R.G."	
A/environment/Bangladesh/19338/2013	"Marinova-Petkova,A.; Feeroz,M.M.; Alam,S.M.R.; Hasan,M.K.; Akhtar,S.; Jones-Engel,L.; Walker,D.; McClenaghan,L.; Rubrum,A.; Franks,J.; Seiler,P.; Jeevan,T.; McKenzie,P.; Krauss,S.; Webby,R.J.; Webster,R.G."	
A/chicken/Bangladesh/18061/2012	"Marinova-Petkova,A.; Feeroz,M.M.; Alam,S.M.R.; Hasan,M.K.; Akhtar,S.; Jones-Engel,L.; Walker,D.; McClenaghan,L.; Rubrum,A.; Franks,J.; Seiler,P.; Jeevan,T.; McKenzie,P.; Krauss,S.; Webby,R.J.; Webster,R.G."	
A/environment/Bangladesh/18989/2013	"Marinova-Petkova,A.; Feeroz,M.M.; Alam,S.M.R.; Hasan,M.K.; Akhtar,S.; Jones-Engel,L.; Walker,D.; McClenaghan,L.; Rubrum,A.; Franks,J.; Seiler,P.; Jeevan,T.; McKenzie,P.; Krauss,S.; Webby,R.J.; Webster,R.G."	
A/duck/Bangladesh/19099/2013	"Marinova-Petkova,A.; Feeroz,M.M.; Alam,S.M.R.; Hasan,M.K.; Akhtar,S.; Jones-Engel,L.; Walker,D.; McClenaghan,L.; Rubrum,A.; Franks,J.; Seiler,P.; Jeevan,T.; McKenzie,P.; Krauss,S.; Webby,R.J.; Webster,R.G."	
A/duck/Bangladesh/17753/2012	"Marinova-Petkova,A.; Feeroz,M.M.; Alam,S.M.R.; Hasan,M.K.; Akhtar,S.; Jones-Engel,L.; Walker,D.; McClenaghan,L.; Rubrum,A.; Franks,J.; Seiler,P.; Jeevan,T.; McKenzie,P.; Krauss,S.; Webby,R.J.; Webster,R.G."	
A/quail/Bangladesh/19250/2013	"Marinova-Petkova,A.; Feeroz,M.M.; Alam,S.M.R.; Hasan,M.K.; Akhtar,S.; Jones-Engel,L.; Walker,D.; McClenaghan,L.; Rubrum,A.; Franks,J.; Seiler,P.; Jeevan,T.; McKenzie,P.; Krauss,S.; Webby,R.J.; Webster,R.G."	
A/quail/Bangladesh/19254/2013	"Marinova-Petkova,A.; Feeroz,M.M.; Alam,S.M.R.; Hasan,M.K.; Akhtar,S.; Jones-Engel,L.; Walker,D.; McClenaghan,L.; Rubrum,A.; Franks,J.; Seiler,P.; Jeevan,T.; McKenzie,P.; Krauss,S.; Webby,R.J.; Webster,R.G."	
A/environment/Bangladesh/18948/2013	"Marinova-Petkova,A.; Feeroz,M.M.; Alam,S.M.R.; Hasan,M.K.; Akhtar,S.; Jones-Engel,L.; Walker,D.; McClenaghan,L.; Rubrum,A.; Franks,J.; Seiler,P.; Jeevan,T.; McKenzie,P.; Krauss,S.; Webby,R.J.; Webster,R.G."	
A/chicken/Bangladesh/15083/2012	"Marinova-Petkova,A.; Feeroz,M.M.; Alam,S.M.R.; Hasan,M.K.; Akhtar,S.; Jones-Engel,L.; Walker,D.; McClenaghan,L.; Rubrum,A.; Franks,J.; Seiler,P.; Jeevan,T.; McKenzie,P.; Krauss,S.; Webby,R.J.; Webster,R.G."	
A/commonbuzzard/Bulgaria/38WB/2010	"Marinova-Petkova,A.; Franks,J.S.; Darnell,D.; Webster,R.G."	
A/duck/Bangladesh/22229/2014	"Marinova-Petkova,A.; Shanmuganatham,K.; Feeroz,M.M.; Jones-Engel,L.; Hasan,M.K.; Akhtar,S.; Turner,J.; Walker,D.; Seiler,P.; Franks,J.; McKenzie,P.; Krauss,S.; Webby,R.J.; Webster,R.G.; Hasan,K.; Seiler,J."	
A/chicken/Bangladesh/22482/2014	"Marinova-Petkova,A.; Shanmuganatham,K.; Feeroz,M.M.; Jones-Engel,L.; Hasan,M.K.; Akhtar,S.; Turner,J.; Walker,D.; Seiler,P.; Franks,J.; McKenzie,P.; Krauss,S.; Webby,R.J.; Webster,R.G.; Hasan,K.; Seiler,J."	
A/duck/Bangladesh/23656/2014	"Marinova-Petkova,A.; Shanmuganatham,K.; Feeroz,M.M.; Jones-Engel,L.; Hasan,M.K.; Akhtar,S.; Turner,J.; Walker,D.; Seiler,P.; Franks,J.; McKenzie,P.; Krauss,S.; Webby,R.J.; Webster,R.G.; Hasan,K.; Seiler,J."	
A/duck/Bangladesh/23660/2014	"Marinova-Petkova,A.; Shanmuganatham,K.; Feeroz,M.M.; Jones-Engel,L.; Hasan,M.K.; Akhtar,S.; Turner,J.; Walker,D.; Seiler,P.; Franks,J.; McKenzie,P.; Krauss,S.; Webby,R.J.; Webster,R.G.; Hasan,K.; Seiler,J."	
A/duck/Bangladesh/23659/2014	"Marinova-Petkova,A.; Shanmuganatham,K.; Feeroz,M.M.; Jones-Engel,L.; Hasan,M.K.; Akhtar,S.; Turner,J.; Walker,D.; Seiler,P.; Franks,J.; McKenzie,P.; Krauss,S.; Webby,R.J.; Webster,R.G.; Hasan,K.; Seiler,J."	
A/chicken/Bangladesh/23974/2014	"Marinova-Petkova,A.; Shanmuganatham,K.; Feeroz,M.M.; Jones-Engel,L.; Hasan,M.K.; Akhtar,S.; Turner,J.; Walker,D.; Seiler,P.; Franks,J.; McKenzie,P.; Krauss,S.; Webby,R.J.; Webster,R.G.; Hasan,K.; Seiler,J."	
A/duck/Bangladesh/22991/2014	"Marinova-Petkova,A.; Shanmuganatham,K.; Feeroz,M.M.; Jones-Engel,L.; Hasan,M.K.; Akhtar,S.; Turner,J.; Walker,D.; Seiler,P.; Franks,J.; McKenzie,P.; Krauss,S.; Webby,R.J.; Webster,R.G.; Hasan,K.; Seiler,J."	
A/duck/Bangladesh/22399/2014	"Marinova-Petkova,A.; Shanmuganatham,K.; Feeroz,M.M.; Jones-Engel,L.; Hasan,M.K.; Akhtar,S.; Turner,J.; Walker,D.; Seiler,P.; Franks,J.; McKenzie,P.; Krauss,S.; Webby,R.J.; Webster,R.G.; Hasan,K.; Seiler,J."	
A/duck/Bangladesh/22996/2014	"Marinova-Petkova,A.; Shanmuganatham,K.; Feeroz,M.M.; Jones-Engel,L.; Hasan,M.K.; Akhtar,S.; Turner,J.; Walker,D.; Seiler,P.; Franks,J.; McKenzie,P.; Krauss,S.; Webby,R.J.; Webster,R.G.; Hasan,K.; Seiler,J."	
A/domesticduck/England/152473/2022	"Maskell,Daniel"	Animal And Plant Health Agency (apha)
A/chicken/Yinmarbin/A295/2010	"MaungMaung,Kyin; Vicky,Stevens; Kelly,Davies; Songhua,Shan; Daglas,Susie; Kerri,Bruce; Paul,Selleck; Frank,Wong; Chris,Morrissy"	Csiro Australian Animal Health Laboratory
A/hoodedcrane/Kagoshima/4612J008/2010	"Mimura,W.; Soda,K.; Usui,T.; Ito,H.; Ito,T."	
A/chicken/Yangon/1023/2007	"Mon,P.P.; Lapkuntod,J.; Maw,M.T.; Nuansrichay,B.; Parchariyanon,S.; Tiensin,T.; Htun,T.; Padungtod,P.; Kalpravidh,W.; Sunn,K.; Maclean,M.; Amonsin,A."	
A/guineafowl/Yangon/834/2007	"Mon,P.P.; Lapkuntod,J.; Maw,M.T.; Nuansrichay,B.; Parchariyanon,S.; Tiensin,T.; Htun,T.; Padungtod,P.; Kalpravidh,W.; Sunn,K.; Maclean,M.; Amonsin,A."	
A/chicken/Shan/2626/2007	"Mon,P.P.; Lapkuntod,J.; Maw,M.T.; Nuansrichay,B.; Parchariyanon,S.; Tiensin,T.; Htun,T.; Padungtod,P.; Kalpravidh,W.; Sunn,K.; Maclean,M.; Amonsin,A."	
A/chicken/Yangon/182/2010	"Mon,P.P.; Lapkuntod,J.; Maw,M.T.; Nuansrichay,B.; Parchariyanon,S.; Tiensin,T.; Htun,T.; Padungtod,P.; Kalpravidh,W.; Sunn,K.; Maclean,M.; Amonsin,A."	
A/chicken/Yangon/254/2010	"Mon,P.P.; Lapkuntod,J.; Maw,M.T.; Nuansrichay,B.; Parchariyanon,S.; Tiensin,T.; Htun,T.; Padungtod,P.; Kalpravidh,W.; Sunn,K.; Maclean,M.; Amonsin,A."	
A/chicken/Sagaing/295/2010	"Mon,P.P.; Lapkuntod,J.; Maw,M.T.; Nuansrichay,B.; Parchariyanon,S.; Tiensin,T.; Htun,T.; Padungtod,P.; Kalpravidh,W.; Sunn,K.; Maclean,M.; Amonsin,A."	
A/chicken/Cameroon/16V04357/2016	"Monamele,C.M.; Y,P.; Karlsson,E.A.; Vernet,M.-A.; Wade,A.; Okomo,M.-C.A.; Abah,A.S.; Yann,S.; Etoundi,G.A.; Mohamadou,N.R.; Feussom,J.M.; Horm,V.S.; Horwood,P.F.; Ly,S.; Njouom,R.; Dussart,P."	
